customer_id,receipt_id,issue_date,total_price,category_item,primary_category,subcategory
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-3767E66C4F9D4D9DA7E66C4F9DFD9D0E,02.04.2022 15:09:57,39.56,,,
1,O-08BC6F6B4B744466BC6F6B4B74D46610,11.03.2024 10:01:20,65.33,Stravovanie/null,Stravovanie,null
1,O-2A9D704BFA8643819D704BFA86F381B5,27.09.2023 11:15:53,24.01,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-2A9D704BFA8643819D704BFA86F381B5,27.09.2023 11:15:53,24.01,Stravovanie/null,Stravovanie,null
1,O-ECE09E3D7CA84D2EA09E3D7CA88D2ED1,14.11.2023 17:55:07,3.0,Zdravie a osobná starostlivosť/null,Zdravie a osobná starostlivosť,null
1,O-2A9D704BFA8643819D704BFA86F381B5,27.09.2023 11:15:53,24.01,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-2A9D704BFA8643819D704BFA86F381B5,27.09.2023 11:15:53,24.01,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
1,O-38DD9372660F4B2A9D9372660FAB2A10,05.10.2023 10:18:07,34.32,Stravovanie/null,Stravovanie,null
